Subject_ID,Partition_ID
FeTS2022_01628,18
FeTS2022_01615,18
FeTS2022_01035,18
FeTS2022_00732,18
FeTS2022_00753,18
FeTS2022_01620,18
FeTS2022_01637,18
FeTS2022_01594,18
FeTS2022_00530,18
FeTS2022_00772,18
FeTS2022_01580,18
FeTS2022_00731,18
FeTS2022_00540,18
FeTS2022_00464,18
FeTS2022_01622,18
FeTS2022_01154,18
FeTS2022_01559,18
FeTS2022_00729,18
FeTS2022_00708,18
FeTS2022_00044,18
FeTS2022_00705,18
FeTS2022_00645,18
FeTS2022_01640,18
FeTS2022_00008,18
FeTS2022_00746,18
FeTS2022_01551,18
FeTS2022_01610,18
FeTS2022_00061,18
FeTS2022_00642,18
FeTS2022_00675,18
FeTS2022_01651,18
FeTS2022_00651,18
FeTS2022_00626,18
FeTS2022_00028,18
FeTS2022_01557,18
FeTS2022_01616,18
FeTS2022_00684,18
FeTS2022_01538,18
FeTS2022_01647,18
FeTS2022_00688,18
FeTS2022_00737,18
FeTS2022_00063,18
FeTS2022_00758,18
FeTS2022_01159,18
FeTS2022_00615,18
FeTS2022_00621,18
FeTS2022_01543,18
FeTS2022_01560,18
FeTS2022_00058,18
FeTS2022_00009,18
FeTS2022_00544,18
FeTS2022_01611,18
FeTS2022_00485,18
FeTS2022_00735,18
FeTS2022_00659,18
FeTS2022_00025,18
FeTS2022_00550,18
FeTS2022_01599,18
FeTS2022_00636,18
FeTS2022_01644,18
FeTS2022_00716,18
FeTS2022_00641,18
FeTS2022_01624,18
FeTS2022_00547,18
FeTS2022_00046,18
FeTS2022_00728,18
FeTS2022_00045,18
FeTS2022_00493,18
FeTS2022_00089,18
FeTS2022_00622,18
FeTS2022_01643,18
FeTS2022_00602,18
FeTS2022_00035,18
FeTS2022_01545,18
FeTS2022_00014,18
FeTS2022_01566,18
FeTS2022_00066,18
FeTS2022_01614,18
FeTS2022_01591,18
FeTS2022_00514,18
FeTS2022_01588,18
FeTS2022_00520,18
FeTS2022_01556,18
FeTS2022_00097,18
FeTS2022_00555,18
FeTS2022_00736,18
FeTS2022_00639,18
FeTS2022_00479,18
FeTS2022_01550,18
FeTS2022_01592,18
FeTS2022_01626,18
FeTS2022_00557,18
FeTS2022_00496,18
FeTS2022_00778,18
FeTS2022_01561,18
FeTS2022_00690,18
FeTS2022_00750,18
FeTS2022_01586,18
FeTS2022_01549,18
FeTS2022_01555,18
FeTS2022_01612,18
FeTS2022_01600,18
FeTS2022_01629,18
FeTS2022_01656,18
FeTS2022_00500,18
FeTS2022_00529,18
FeTS2022_00628,18
FeTS2022_00775,18
FeTS2022_00523,18
FeTS2022_00488,18
FeTS2022_00518,18
FeTS2022_00000,18
FeTS2022_00020,18
FeTS2022_01646,18
FeTS2022_01638,18
FeTS2022_00630,18
FeTS2022_01590,18
FeTS2022_01613,18
FeTS2022_01571,18
FeTS2022_00519,18
FeTS2022_01617,18
FeTS2022_01623,18
FeTS2022_00691,18
FeTS2022_01027,18
FeTS2022_00704,18
FeTS2022_00098,18
FeTS2022_01558,18
FeTS2022_00715,18
FeTS2022_00757,18
FeTS2022_00084,18
FeTS2022_00692,18
FeTS2022_00078,18
FeTS2022_00747,18
FeTS2022_01607,18
FeTS2022_00751,18
FeTS2022_00011,18
FeTS2022_00610,18
FeTS2022_00694,18
FeTS2022_00026,18
FeTS2022_00658,18
FeTS2022_01544,18
FeTS2022_01583,18
FeTS2022_00680,18
FeTS2022_01028,18
FeTS2022_01636,18
FeTS2022_00545,18
FeTS2022_00072,18
FeTS2022_00016,18
FeTS2022_01548,18
FeTS2022_00624,18
FeTS2022_00676,18
FeTS2022_00533,18
FeTS2022_01574,18
FeTS2022_01582,18
FeTS2022_00085,18
FeTS2022_00613,18
FeTS2022_01593,18
FeTS2022_00730,18
FeTS2022_01585,18
FeTS2022_00524,18
FeTS2022_00081,18
FeTS2022_00472,18
FeTS2022_00478,18
FeTS2022_00469,18
FeTS2022_00682,18
FeTS2022_00733,18
FeTS2022_00723,18
FeTS2022_00099,18
FeTS2022_00744,18
FeTS2022_00048,18
FeTS2022_00480,18
FeTS2022_00650,18
FeTS2022_00601,18
FeTS2022_00542,18
FeTS2022_00667,18
FeTS2022_00505,18
FeTS2022_01539,18
FeTS2022_00764,18
FeTS2022_00506,18
FeTS2022_01649,18
FeTS2022_00032,18
FeTS2022_00021,18
FeTS2022_00685,18
FeTS2022_00611,18
FeTS2022_00511,18
FeTS2022_01584,18
FeTS2022_01635,18
FeTS2022_00607,18
FeTS2022_00071,18
FeTS2022_00687,18
FeTS2022_00767,18
FeTS2022_00537,18
FeTS2022_01630,18
FeTS2022_00740,18
FeTS2022_00525,18
FeTS2022_00725,18
FeTS2022_00502,18
FeTS2022_01562,18
FeTS2022_01577,18
FeTS2022_01576,18
FeTS2022_01595,18
FeTS2022_00654,18
FeTS2022_00090,18
FeTS2022_01645,18
FeTS2022_01564,18
FeTS2022_01567,18
FeTS2022_00703,18
FeTS2022_00043,18
FeTS2022_00003,18
FeTS2022_00495,18
FeTS2022_00017,18
FeTS2022_00491,18
FeTS2022_00054,18
FeTS2022_00510,18
FeTS2022_00618,18
FeTS2022_00064,18
FeTS2022_00024,18
FeTS2022_00709,18
FeTS2022_01653,18
FeTS2022_01579,18
FeTS2022_01572,18
FeTS2022_01156,18
FeTS2022_00707,18
FeTS2022_01540,18
FeTS2022_00056,18
FeTS2022_00620,18
FeTS2022_00470,18
FeTS2022_00499,18
FeTS2022_00640,18
FeTS2022_00549,18
FeTS2022_01601,18
FeTS2022_00608,18
FeTS2022_00727,18
FeTS2022_00773,18
FeTS2022_00504,18
FeTS2022_01604,18
FeTS2022_01158,18
FeTS2022_00051,18
FeTS2022_00768,18
FeTS2022_01161,18
FeTS2022_00765,18
FeTS2022_00068,18
FeTS2022_00551,18
FeTS2022_01605,18
FeTS2022_00674,18
